name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Corrèze, Nouvelle-Aquitaine, France",2024-04-25,51.2,42.7,46.7,51.2,42.5,45.5,43.0,87.2,0.587,100.0,95.83,rain,0.0,0.0,23.0,7.6,229.4,1009.3,97.6,7.5,66.2,5.7,4,10,2024-04-25T06:49:46,2024-04-25T20:51:57,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFSL,LFBL,F1092"
"Santa-Maria-Siché, Corse, France",2024-04-25,61.4,38.6,48.7,61.4,36.1,46.7,38.9,69.9,0.024,100.0,20.83,rain,0.0,0.3,22.4,15.7,315.0,1008.5,73.0,9.5,301.2,26.1,9,10,2024-04-25T06:28:12,2024-04-25T20:16:35,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LFKS,LFKC,LFKF,LFKJ"
"Érone, Corse, France",2024-04-25,61.0,40.7,49.3,61.0,40.7,48.3,40.6,72.8,0.0,38.7,0.0,rain,0.0,0.0,13.6,12.5,193.8,1007.4,62.4,7.9,272.5,23.5,9,10,2024-04-25T06:26:06,2024-04-25T20:16:20,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LFKC,LFKS,LFKB,LFKJ"
"Saint-Martin-du-Mont(Côte d'Or), Bourgogne-Franche-Comté, France",2024-04-29,55.8,37.4,47.0,55.8,35.6,46.6,35.4,66.7,0.004,0.0,4.17,rain,0.0,0.0,10.7,4.9,187.3,1009.6,77.4,9.5,271.4,23.6,9,10,2024-04-25T06:34:25,2024-04-25T20:39:42,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E4885,LFLB,LFLY,LSGG,LFLL"
"Plaine-Haute, Bretagne, France",2024-04-25,55.1,40.9,48.3,55.1,39.0,47.3,40.6,75.9,0.012,100.0,8.33,rain,0.0,0.0,17.0,7.6,268.9,1007.9,82.6,9.5,132.8,11.4,4,10,2024-04-25T07:01:50,2024-04-25T21:17:48,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LFRO,F3057,LFRT,LFRD"
"Moutier-d'Ahun, Nouvelle-Aquitaine, France",2024-04-25,51.0,42.7,45.9,51.0,39.1,43.9,42.6,88.6,0.263,100.0,79.17,rain,0.0,0.0,21.0,8.3,225.6,1008.5,96.7,8.3,95.4,8.2,4,10,2024-04-25T06:47:31,2024-04-25T20:52:46,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFBL,F1092"
"Notre-Dame-de-Sanilhac, Sanilhac, Nouvelle-Aquitaine, France",2024-04-25,57.0,43.9,49.9,57.0,43.7,49.4,46.0,86.7,0.329,100.0,79.17,rain,0.0,0.0,21.9,8.7,246.7,1009.7,98.1,7.6,126.8,10.9,6,10,2024-04-25T06:54:55,2024-04-25T20:56:05,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFSL,LFBE,LFBU"
"Chevigney-lès-Vercel, Bourgogne-Franche-Comté, France",2024-04-25,45.4,31.6,38.1,42.9,25.0,34.6,31.4,78.3,0.112,100.0,54.17,"rain,snow",0.2,0.1,18.1,8.3,221.2,1008.7,79.1,9.2,238.3,20.7,8,10,2024-04-25T06:27:56,2024-04-25T20:37:53,0.55,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"LSGC,LSMP,LFSX,E5976,LFGJ"
"Saint-Sauveur-en-Diois, Auvergne-Rhône-Alpes, France",2024-04-25,58.4,38.6,46.5,58.4,33.9,43.9,33.7,63.4,0.0,3.2,0.0,,0.0,0.0,36.2,11.1,310.1,1009.5,57.9,9.5,322.7,27.7,10,10,2024-04-25T06:38:04,2024-04-25T20:37:22,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F1608,LFLS,LFMO"
"Quittebeuf, Normandie, France",2024-04-25,54.8,34.9,45.7,54.8,30.4,44.2,35.7,70.6,0.004,51.6,4.17,rain,0.0,0.0,14.3,9.1,227.1,1007.8,71.5,9.4,214.5,18.3,8,10,2024-04-25T06:44:50,2024-04-25T21:03:57,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,"LFOE,LFOP,LFRG,F3628,LFPT"
"Nogent-sur-Eure, Centre-Val de Loire, France",2024-04-25,54.6,34.6,46.3,54.6,31.2,45.9,36.4,70.3,0.0,38.7,0.0,rain,0.0,0.0,13.6,7.2,214.0,1007.9,78.4,9.4,192.3,16.5,7,10,2024-04-25T06:45:08,2024-04-25T21:00:47,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LFOE,LFPV,E5773,LFOJ,LFPN"
"Lopérec, Bretagne, France",2024-04-25,56.7,43.4,49.6,56.7,40.2,48.4,43.2,79.4,0.052,25.8,12.5,rain,0.0,0.0,20.6,9.7,291.1,1008.4,94.1,9.5,139.1,11.9,4,10,2024-04-25T07:07:01,2024-04-25T21:22:11,0.55,Overcast,Cloudy skies throughout the day.,cloudy,"LFRJ,LFRO,LFRL,LFRB,LFRQ"
"Boucoiran-et-Nozières, Occitanie, France",2024-04-25,62.1,45.6,53.1,62.1,42.1,51.7,38.1,57.6,0.004,0.0,4.17,rain,0.0,0.0,18.3,10.5,283.2,1009.6,86.9,9.5,252.3,21.7,8,10,2024-04-25T06:43:19,2024-04-25T20:39:52,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LFMV,LFMT,LFTW,LFMO"
"Longages, Occitanie, France",2024-04-25,60.2,46.3,51.9,60.2,41.0,50.0,45.5,79.9,0.214,100.0,33.33,rain,0.0,0.0,17.7,15.0,270.0,1011.0,94.6,9.4,192.4,16.6,7,10,2024-04-25T06:56:21,2024-04-25T20:50:24,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,LFBO
"Ordan-Larroque, Occitanie, France",2024-04-25,59.3,45.7,51.6,59.3,43.4,50.5,45.1,79.3,0.107,100.0,50.0,rain,0.0,0.0,19.2,10.3,257.4,1010.9,92.2,9.1,168.5,14.5,5,10,2024-04-25T06:58:48,2024-04-25T20:54:09,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFBO,LFBA,LFBP,LFBT"
"Bordeaux, Nouvelle-Aquitaine, France",2024-04-25,57.8,48.1,52.2,57.8,45.6,51.4,47.7,85.1,0.104,100.0,45.83,rain,0.0,0.0,21.3,12.7,244.7,1010.0,94.9,9.1,141.8,12.3,5,10,2024-04-25T07:00:40,2024-04-25T21:00:40,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C8425,LFBC,LFBD"
"Cabrières, Occitanie, France",2024-04-25,62.3,45.3,53.4,62.3,41.3,51.8,37.4,56.0,0.0,3.2,0.0,,0.0,0.0,21.7,11.9,294.3,1009.6,85.9,9.5,253.1,22.0,9,10,2024-04-25T06:42:21,2024-04-25T20:38:32,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LFMV,LFMT,LFMI,LFMY,LFTW,LFMO"
"Betton, Bretagne, France",2024-04-25,56.9,35.6,47.9,56.9,33.0,47.2,40.8,78.4,0.012,54.8,8.33,rain,0.0,0.0,19.7,7.0,273.7,1008.0,75.9,8.8,184.1,15.9,7,10,2024-04-25T06:57:39,2024-04-25T21:12:21,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LFRN,D5919,LFRD"
"Niherne, Centre-Val de Loire, France",2024-04-25,57.6,39.3,48.7,57.6,37.3,47.9,42.1,79.1,0.056,100.0,37.5,rain,0.0,0.0,15.9,6.9,193.0,1008.2,95.9,8.8,135.9,11.6,6,10,2024-04-25T06:47:53,2024-04-25T20:56:22,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFYR,LFLX"
"Sorigny, Centre-Val de Loire, France",2024-04-25,57.6,41.2,49.7,57.6,38.5,49.2,40.7,72.8,0.012,100.0,12.5,rain,0.0,0.0,17.7,9.8,203.2,1008.0,96.3,9.2,110.6,9.5,6,10,2024-04-25T06:50:26,2024-04-25T21:00:47,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"LFYR,LFBI,LFOT"
"Veurey-Voroize, Auvergne-Rhône-Alpes, France",2024-04-25,55.5,33.7,44.3,55.5,33.7,43.6,32.8,67.4,0.004,100.0,4.17,rain,0.0,0.1,21.7,7.3,40.9,1009.4,75.7,9.4,324.8,28.0,10,10,2024-04-25T06:35:02,2024-04-25T20:36:46,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"F1608,LFLS,LFLB,LFLL"
"Marre, Grand Est, France",2024-04-25,48.6,38.2,43.7,47.0,34.3,40.4,34.8,72.1,0.024,100.0,16.67,rain,0.0,0.0,19.7,8.9,230.5,1008.5,92.5,9.5,149.3,12.9,6,10,2024-04-25T06:27:25,2024-04-25T20:47:01,0.55,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"LFSI,D9638,LFJL"
"Villenave, Nouvelle-Aquitaine, France",2024-04-25,58.3,46.6,52.1,58.3,44.4,51.4,47.6,85.3,0.064,100.0,41.67,rain,0.0,0.0,21.5,9.2,243.9,1011.1,94.3,8.9,147.6,12.6,4,10,2024-04-25T07:03:19,2024-04-25T20:59:48,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFBZ,LFBY,LFBM,LFBC,LFBP"
"Saint-Claude-de-Diray, Centre-Val de Loire, France",2024-04-25,57.3,39.0,48.8,57.3,39.0,48.8,40.2,73.7,0.016,100.0,12.5,rain,0.0,0.0,15.9,6.9,222.9,1007.9,92.3,9.5,120.8,10.5,6,10,2024-04-25T06:46:42,2024-04-25T20:58:45,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"LFYR,LFOJ,LFOT"
"Poncins, Auvergne-Rhône-Alpes, France",2024-04-25,54.2,36.3,45.8,54.2,36.3,45.1,37.5,74.6,0.024,100.0,20.83,rain,0.0,0.0,12.5,5.4,165.3,1009.3,94.2,9.5,222.3,19.3,7,10,2024-04-25T06:39:52,2024-04-25T20:43:33,0.55,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"LFLY,LFMH,LFLL,D2904"
"Saint-Paulien, Auvergne-Rhône-Alpes, France",2024-04-25,50.4,35.5,43.2,50.4,32.8,41.8,36.4,78.1,0.064,100.0,41.67,"rain,snow",0.1,0.1,15.7,7.2,221.8,1009.5,93.9,9.4,156.0,13.3,7,10,2024-04-25T06:42:30,2024-04-25T20:43:41,0.55,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,LFMH
"Notre-Dame-des-Landes, Pays de la Loire, France",2024-04-25,57.5,43.4,50.3,57.5,43.4,49.9,42.6,76.0,0.0,29.0,0.0,rain,0.0,0.0,19.7,9.2,289.0,1008.1,79.9,9.3,186.3,15.9,9,10,2024-04-25T06:59:44,2024-04-25T21:10:44,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LFRZ,E0490,LFRN,LFRS"
"Saint-Martin-d'Abbat, Centre-Val de Loire, France",2024-04-25,55.3,37.7,47.9,55.3,37.7,47.8,39.1,73.3,0.012,25.8,8.33,rain,0.0,0.0,9.6,5.8,143.6,1007.9,89.4,9.4,167.7,14.5,6,10,2024-04-25T06:42:45,2024-04-25T20:55:54,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LFYR,LFOJ,F5282"
"Soulomès, Occitanie, France",2024-04-25,56.6,42.2,47.9,56.6,39.8,46.8,43.1,83.9,0.31,100.0,75.0,rain,0.0,0.0,18.1,9.2,246.7,1009.6,97.0,6.8,70.0,6.1,3,10,2024-04-25T06:52:23,2024-04-25T20:51:32,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFSL,LFCR"
"Granges-sur-Lot, Nouvelle-Aquitaine, France",2024-04-25,60.4,47.1,52.2,60.4,44.4,51.4,46.7,82.4,0.139,100.0,41.67,rain,0.0,0.0,20.4,10.3,259.9,1010.4,92.2,8.8,144.8,12.5,6,10,2024-04-25T06:57:26,2024-04-25T20:55:32,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFBA,LFBE"
"Mende, Wakiso, Uganda",2024-04-25,76.9,65.0,70.4,76.9,65.0,70.4,67.2,89.8,0.653,100.0,87.5,rain,0.0,0.0,13.4,17.2,215.9,1013.5,67.4,8.7,176.3,15.2,10,30,2024-04-25T06:44:18,2024-04-25T18:52:01,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,"HUEN,remote"
"Mûrs-Erigné, Pays de la Loire, France",2024-04-25,57.5,42.7,50.4,57.5,42.7,50.1,41.8,74.1,0.0,41.9,0.0,rain,0.0,0.0,15.9,8.3,293.9,1008.0,88.9,9.8,135.4,11.6,8,10,2024-04-25T06:55:05,2024-04-25T21:06:08,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,LFJR
"Camprond, Normandie, France",2024-04-25,53.9,39.2,47.0,53.9,34.9,45.2,40.0,77.3,0.0,0.0,0.0,rain,0.0,0.0,20.6,12.1,237.6,1007.7,67.5,9.4,185.0,15.9,7,10,2024-04-25T06:54:18,2024-04-25T21:13:21,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LFRK,EGJJ,LFRC,LFRD"
"Saint Pierre, Saint Pierre and Miquelon",2024-04-25,40.9,33.9,36.7,40.9,21.5,26.8,33.3,88.3,0.303,0.0,4.17,rain,0.0,,36.9,25.3,247.8,1012.7,71.9,9.0,211.7,18.3,7,10,2024-04-25T06:38:40,2024-04-25T20:47:25,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CADS,LFVP"
"Chamarandes-Choignes, Grand Est, France",2024-04-25,50.4,37.8,44.4,50.4,34.2,41.8,34.9,70.7,0.036,100.0,12.5,rain,0.0,0.0,17.7,9.6,228.7,1008.6,97.0,9.4,108.5,9.3,3,10,2024-04-25T06:30:35,2024-04-25T20:44:52,0.55,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"LFSI,LFSO,E8061"
"Anthenaise, La Chapelle-Anthenaise, Pays de la Loire, France",2024-04-25,56.4,42.7,49.7,56.4,42.7,49.5,41.3,74.0,0.0,38.7,0.0,rain,0.0,0.0,13.6,7.6,279.1,1007.9,90.7,9.5,123.6,10.7,7,10,2024-04-25T06:53:44,2024-04-25T21:08:17,0.55,Overcast,Cloudy skies throughout the day.,cloudy,"LFJR,LFRM"
"Malleloy, Grand Est, France",2024-04-25,49.4,38.2,43.6,46.6,34.0,40.4,34.0,70.3,0.016,100.0,16.67,rain,0.0,0.0,17.7,9.1,234.7,1008.5,95.9,9.5,137.4,11.9,4,10,2024-04-25T06:25:00,2024-04-25T20:42:33,0.55,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"LFSO,LFSN,E5181,LFJL"
"Récourt-le-Creux, Grand Est, France",2024-04-25,49.2,37.8,43.6,46.8,33.8,40.4,34.2,70.9,0.036,100.0,20.83,rain,0.0,0.0,20.1,9.4,234.7,1008.4,95.7,9.5,133.7,11.4,4,10,2024-04-25T06:27:34,2024-04-25T20:46:09,0.55,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"LFSI,LFSO,LFSN,D9638,LFJL"
"Moustoir-Ac, Bretagne, France",2024-04-25,56.2,44.5,49.8,56.2,42.8,49.2,42.6,76.9,0.0,51.6,0.0,rain,0.0,0.0,20.4,9.3,276.9,1008.2,91.8,9.4,154.3,13.4,8,10,2024-04-25T07:03:09,2024-04-25T21:16:20,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,"LFRZ,LFRH,E2977,LFRT"
"Guessling-Hémering, Grand Est, France",2024-04-25,48.1,37.6,42.4,46.8,32.5,38.5,34.8,75.4,0.012,100.0,12.5,rain,0.0,0.0,18.1,9.2,234.3,1008.3,92.8,9.5,133.8,11.8,5,10,2024-04-25T06:22:27,2024-04-25T20:41:07,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"F7474,LFSN,EDDR,LFJL"
"Saint-Saulge, Bourgogne-Franche-Comté, France",2024-04-25,53.5,39.1,46.6,53.5,39.1,45.9,39.8,78.0,0.024,100.0,25.0,rain,0.0,0.0,15.4,8.5,162.5,1008.8,85.9,9.8,142.7,12.3,6,10,2024-04-25T06:39:29,2024-04-25T20:49:11,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,LFOA
"Coutiches, Hauts-de-France, France",2024-04-25,51.3,37.6,44.9,51.3,31.7,42.2,37.9,77.8,0.036,77.4,20.83,rain,0.0,0.0,22.8,11.7,230.9,1006.8,88.1,9.5,154.8,13.4,6,10,2024-04-25T06:32:42,2024-04-25T20:58:36,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,"EBCV,EBFN,F2929,LFQQ,LFAQ"
"Fitz-James, Hauts-de-France, France",2024-04-25,54.1,38.5,46.9,54.1,37.3,46.0,35.5,66.9,0.0,22.6,0.0,rain,0.0,0.0,17.4,8.9,237.9,1007.8,73.4,9.5,204.6,17.5,7,10,2024-04-25T06:38:28,2024-04-25T20:58:58,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LFPG,E3042,LFPT,LFOB,LFPB"
"Belfonds, Normandie, France",2024-04-25,55.3,37.3,46.9,55.3,33.2,45.9,37.5,72.3,0.004,61.3,4.17,rain,0.0,0.0,15.2,6.9,216.0,1007.8,87.8,9.5,94.3,8.2,5,10,2024-04-25T06:49:35,2024-04-25T21:06:18,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LFRK,LFRM"
"Fontaine-lès-Boulans, Hauts-de-France, France",2024-04-25,50.0,38.3,44.6,50.0,35.0,41.2,37.8,78.2,0.028,67.7,12.5,rain,0.0,0.0,27.7,14.7,230.4,1006.9,90.0,9.5,155.1,13.3,6,10,2024-04-25T06:36:18,2024-04-25T21:02:25,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,"D8013,LFQQ,LFAQ,LFAT"
"Pérignat-lès-Sarliève, Auvergne-Rhône-Alpes, France",2024-04-25,53.5,40.9,45.4,53.5,35.1,43.7,40.0,81.8,0.152,100.0,62.5,"rain,snow",0.0,0.0,12.3,9.2,170.0,1009.0,98.5,9.1,157.1,13.6,6,10,2024-04-25T06:43:56,2024-04-25T20:47:39,0.55,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"LFLC,LFLV"
"Dognen, Nouvelle-Aquitaine, France",2024-04-25,56.9,45.3,50.7,56.9,44.3,50.3,45.3,82.1,0.056,100.0,25.0,rain,0.0,0.0,19.2,10.0,255.5,1011.5,90.7,9.3,82.3,7.2,4,10,2024-04-25T07:04:22,2024-04-25T20:58:11,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFBZ,LFBY,LFBP,LFBT"
"Gerde, Occitanie, France",2024-04-25,58.7,39.5,45.8,58.7,39.2,44.5,39.5,79.9,0.346,100.0,41.67,rain,0.0,0.2,15.2,8.2,266.7,1011.5,91.5,4.4,114.1,9.9,6,10,2024-04-25T07:01:12,2024-04-25T20:54:06,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFBP,LFBT"
