name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Chevigney-lès-Vercel, Bourgogne-Franche-Comté, France",2024-04-27,58.4,37.3,48.1,58.4,34.0,46.9,39.6,74.0,0.008,9.7,8.33,rain,0,0.0,22.4,10.1,135.0,1007.1,85.9,15.0,216.0,18.9,8,10,2024-04-27T06:24:33,2024-04-27T20:40:37,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
"Saint-Sauveur-en-Diois, Auvergne-Rhône-Alpes, France",2024-04-27,55.7,44.5,49.6,55.7,40.1,47.5,37.7,64.0,0.004,32.3,4.17,rain,0,0.0,67.6,20.1,148.7,1007.9,91.3,14.3,227.8,19.7,7,10,2024-04-27T06:34:57,2024-04-27T20:39:50,0.62,Overcast,Cloudy skies throughout the day.,cloudy,
"Quittebeuf, Normandie, France",2024-04-27,54.4,47.0,51.0,54.4,44.7,50.1,47.7,89.0,0.402,100.0,50.0,rain,0,0.0,26.2,12.1,145.9,1000.8,99.5,12.4,73.5,6.5,6,10,2024-04-27T06:41:13,2024-04-27T21:06:56,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,
"Nogent-sur-Eure, Centre-Val de Loire, France",2024-04-27,55.3,47.6,51.1,55.3,45.4,50.1,48.8,92.0,0.693,100.0,75.0,rain,0,0.0,27.1,15.0,148.5,1001.3,99.7,10.5,45.5,3.9,3,10,2024-04-27T06:41:37,2024-04-27T21:03:41,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
"Lopérec, Bretagne, France",2024-04-27,56.2,35.5,47.2,56.2,35.5,47.1,38.9,74.3,0.0,77.4,0.0,rain,0,0.0,20.1,8.9,44.1,1000.5,88.9,14.4,62.9,5.6,2,10,2024-04-27T07:03:30,2024-04-27T21:25:04,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,
"Boucoiran-et-Nozières, Occitanie, France",2024-04-27,62.7,49.5,56.0,62.7,46.3,55.5,46.3,71.2,0.112,96.8,41.67,rain,0,0.0,41.6,20.6,140.4,1008.1,98.9,15.0,136.1,11.9,7,10,2024-04-27T06:40:16,2024-04-27T20:42:16,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
"Longages, Occitanie, France",2024-04-27,71.9,51.7,58.6,71.9,51.7,58.6,49.9,75.0,0.141,100.0,25.0,rain,0,0.0,40.3,21.5,118.7,1000.2,94.5,14.4,247.3,21.4,8,10,2024-04-27T06:53:23,2024-04-27T20:52:45,0.62,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,
"Ordan-Larroque, Occitanie, France",2024-04-27,66.5,49.4,56.6,66.5,45.5,56.4,50.3,80.2,0.126,96.8,37.5,rain,0,0.0,32.0,14.5,66.1,1000.3,88.4,13.6,195.1,16.8,7,10,2024-04-27T06:55:48,2024-04-27T20:56:32,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,
"Bordeaux, Nouvelle-Aquitaine, France",2024-04-27,63.1,50.6,55.3,63.1,50.6,55.3,49.2,80.8,0.304,100.0,50.0,rain,0,0.0,26.8,13.2,176.7,999.9,91.9,12.6,130.2,11.0,6,10,2024-04-27T06:57:33,2024-04-27T21:03:09,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
"Cabrières, Occitanie, France",2024-04-27,65.2,50.3,57.6,65.2,50.3,57.6,45.6,65.4,0.016,58.1,16.67,rain,0,0.0,43.4,24.4,134.4,1008.3,97.2,14.9,151.8,13.1,7,10,2024-04-27T06:39:19,2024-04-27T20:40:56,0.62,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,
"Betton, Bretagne, France",2024-04-27,52.2,42.5,48.1,52.2,42.5,47.4,45.2,90.2,0.363,100.0,54.17,rain,0,0.0,21.0,9.2,28.8,1000.2,98.8,10.4,47.7,4.3,2,10,2024-04-27T06:54:09,2024-04-27T21:15:13,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,
"Niherne, Centre-Val de Loire, France",2024-04-27,61.6,48.3,52.8,61.6,46.6,52.3,48.7,86.3,0.756,100.0,79.17,rain,0,0.0,36.9,11.0,155.6,1001.3,99.7,12.5,118.7,10.2,5,10,2024-04-27T06:44:32,2024-04-27T20:59:04,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
"Sorigny, Centre-Val de Loire, France",2024-04-27,58.2,47.6,52.2,58.2,45.9,51.2,49.3,90.3,0.329,100.0,54.17,rain,0,0.0,29.1,11.6,148.8,1000.5,94.2,11.5,84.6,7.4,7,10,2024-04-27T06:47:03,2024-04-27T21:03:32,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
"Veurey-Voroize, Auvergne-Rhône-Alpes, France",2024-04-27,55.8,44.3,50.2,55.8,39.3,48.2,35.2,56.6,0.0,3.2,0.0,rain,0,0.0,47.9,18.1,177.9,1006.8,89.0,15.0,216.2,18.6,7,10,2024-04-27T06:31:51,2024-04-27T20:39:18,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
"Marre, Grand Est, France",2024-04-27,58.2,44.7,51.5,58.2,42.7,50.7,45.0,79.1,0.096,77.4,33.33,rain,0,0.0,28.9,14.3,153.3,1005.4,91.1,14.1,112.4,9.7,6,10,2024-04-27T06:23:48,2024-04-27T20:50:01,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
"Villenave, Nouvelle-Aquitaine, France",2024-04-27,63.8,49.9,54.5,63.8,47.5,54.4,49.6,84.0,0.504,93.5,41.67,rain,0,0.0,30.0,11.2,202.4,1000.3,83.6,10.8,93.6,8.1,4,10,2024-04-27T07:00:17,2024-04-27T21:02:12,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,
"Saint-Claude-de-Diray, Centre-Val de Loire, France",2024-04-27,58.0,47.2,51.9,58.0,46.2,51.3,49.3,90.9,1.056,100.0,66.67,rain,0,0.0,27.5,10.5,142.4,1001.2,100.0,11.7,65.4,5.6,4,10,2024-04-27T06:43:16,2024-04-27T21:01:33,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
"Poncins, Auvergne-Rhône-Alpes, France",2024-04-27,59.8,47.0,53.5,59.8,44.8,52.5,42.5,66.9,0.004,51.6,4.17,rain,0,0.0,39.1,18.8,166.7,1004.9,98.1,15.0,143.2,12.4,4,10,2024-04-27T06:36:39,2024-04-27T20:46:08,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
"Saint-Paulien, Auvergne-Rhône-Alpes, France",2024-04-27,52.2,43.4,47.8,52.2,36.3,43.9,39.8,73.9,0.004,90.3,4.17,rain,0,0.0,47.6,23.7,166.2,1005.2,94.6,15.0,124.8,10.9,7,10,2024-04-27T06:39:21,2024-04-27T20:46:13,0.62,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,
"Notre-Dame-des-Landes, Pays de la Loire, France",2024-04-27,56.7,41.4,48.7,56.7,41.4,48.2,45.2,87.7,0.892,100.0,66.67,rain,0,0.0,22.8,11.9,79.4,999.3,92.4,10.8,108.1,9.3,6,10,2024-04-27T06:56:20,2024-04-27T21:13:30,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,
"Saint-Martin-d'Abbat, Centre-Val de Loire, France",2024-04-27,59.1,47.4,52.5,59.1,46.0,52.0,49.1,88.3,0.476,100.0,83.33,rain,0,0.0,29.8,14.5,146.1,1001.9,100.0,12.2,88.9,7.7,7,10,2024-04-27T06:39:17,2024-04-27T20:58:44,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
"Soulomès, Occitanie, France",2024-04-27,62.1,49.0,55.0,62.1,47.4,54.8,47.5,76.2,0.643,100.0,37.5,rain,0,0.0,51.9,27.7,138.2,1001.2,95.7,12.1,80.8,6.9,3,10,2024-04-27T06:49:17,2024-04-27T20:54:00,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,
"Granges-sur-Lot, Nouvelle-Aquitaine, France",2024-04-27,62.1,50.1,55.5,62.1,50.1,55.5,50.0,82.2,0.616,100.0,54.17,rain,0,0.0,26.6,12.1,171.1,1000.8,91.0,12.3,150.8,13.1,8,10,2024-04-27T06:54:21,2024-04-27T20:57:59,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
"Mende, Wakiso, Uganda",2024-04-27,80.5,61.6,70.0,82.0,61.6,70.1,63.5,81.9,0.06,80.6,25.0,rain,0,0.0,18.8,6.9,172.9,1011.7,95.2,14.9,218.0,18.9,8,30,2024-04-27T06:43:57,2024-04-27T18:51:44,0.62,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,remote
"Mûrs-Erigné, Pays de la Loire, France",2024-04-27,58.2,44.1,50.6,58.2,44.1,50.4,48.3,92.1,0.816,100.0,62.5,rain,0,0.0,23.7,9.2,146.1,999.6,93.0,13.0,81.5,7.3,6,10,2024-04-27T06:51:41,2024-04-27T21:08:55,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,
"Camprond, Normandie, France",2024-04-27,53.7,44.3,48.8,53.7,43.9,47.4,44.8,86.8,0.276,93.5,41.67,rain,0,0.0,19.7,11.6,43.1,1000.5,98.7,10.6,47.8,4.2,2,10,2024-04-27T06:50:41,2024-04-27T21:16:20,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,
"Saint Pierre, Saint Pierre and Miquelon",2024-04-26,39.1,31.9,35.6,31.1,20.7,26.1,25.0,65.6,0.083,0.0,4.17,"rain,snow",0,,34.0,19.0,271.2,1026.3,80.1,7.7,305.2,26.5,9,10,2024-04-26T06:37:00,2024-04-26T20:48:46,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CADS,LFVP"
"Chamarandes-Choignes, Grand Est, France",2024-04-27,58.2,44.7,51.5,58.2,40.4,49.5,44.8,78.8,0.064,51.6,33.33,rain,0,0.0,32.4,15.0,156.9,1005.5,96.9,14.4,189.1,16.4,6,10,2024-04-27T06:27:05,2024-04-27T20:47:44,0.62,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,
"Anthenaise, La Chapelle-Anthenaise, Pays de la Loire, France",2024-04-27,55.3,40.7,49.0,55.3,40.7,48.8,46.6,91.4,0.638,100.0,58.33,rain,0,0.0,16.8,8.9,113.2,999.9,95.9,12.2,74.5,6.4,5,10,2024-04-27T06:50:15,2024-04-27T21:11:09,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,
"Malleloy, Grand Est, France",2024-04-27,61.8,43.6,53.0,61.8,42.1,52.3,44.3,73.7,0.056,87.1,29.17,rain,0,0.0,29.8,9.6,153.0,1006.4,89.7,14.9,187.6,16.3,7,10,2024-04-27T06:21:25,2024-04-27T20:45:29,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,
"Récourt-le-Creux, Grand Est, France",2024-04-27,58.2,44.0,51.2,58.2,41.8,50.4,44.6,78.9,0.088,77.4,45.83,rain,0,0.0,28.4,13.2,155.7,1005.5,90.9,14.0,123.6,10.6,7,10,2024-04-27T06:23:58,2024-04-27T20:49:07,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
"Moustoir-Ac, Bretagne, France",2024-04-27,51.0,41.4,46.2,51.0,41.4,44.5,42.2,85.8,0.474,87.1,45.83,rain,0,0.0,22.6,9.6,16.9,1000.2,98.1,11.7,16.5,1.4,1,10,2024-04-27T06:59:41,2024-04-27T21:19:10,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
"Guessling-Hémering, Grand Est, France",2024-04-27,62.9,43.4,52.8,62.9,42.3,52.5,44.7,74.9,0.016,61.3,16.67,rain,0,0.0,18.3,9.6,129.2,1006.7,88.9,14.6,215.2,18.5,7,10,2024-04-27T06:18:51,2024-04-27T20:44:05,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,
"Saint-Saulge, Bourgogne-Franche-Comté, France",2024-04-27,59.1,46.5,52.2,59.1,43.5,51.2,46.1,80.2,0.206,90.3,66.67,rain,0,0.0,36.5,17.4,151.4,1003.4,96.6,14.2,167.3,14.4,6,10,2024-04-27T06:36:07,2024-04-27T20:51:55,0.62,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,
"Coutiches, Hauts-de-France, France",2024-04-27,57.8,46.3,52.5,57.8,44.1,51.6,48.0,84.8,0.167,96.8,54.17,rain,0,0.0,20.8,10.3,151.4,1002.7,97.3,12.5,87.3,7.5,4,10,2024-04-27T06:28:55,2024-04-27T21:01:46,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
"Fitz-James, Hauts-de-France, France",2024-04-27,57.3,48.6,52.9,57.3,47.1,52.5,48.8,86.4,0.557,96.8,70.83,rain,0,0.0,21.7,10.3,150.5,1002.1,99.4,11.5,73.6,6.3,6,10,2024-04-27T06:34:49,2024-04-27T21:01:59,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
"Belfonds, Normandie, France",2024-04-27,53.3,46.3,49.7,53.3,44.4,48.9,47.6,92.8,0.748,100.0,58.33,rain,0,0.0,21.9,10.5,152.5,1000.4,99.7,9.7,32.4,2.7,2,10,2024-04-27T06:46:02,2024-04-27T21:09:13,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
"Fontaine-lès-Boulans, Hauts-de-France, France",2024-04-27,56.2,45.8,51.1,56.2,41.5,49.9,47.1,86.7,0.353,100.0,66.67,rain,0,0.0,19.7,9.6,142.8,1002.0,99.5,11.5,98.9,8.5,4,10,2024-04-27T06:32:30,2024-04-27T21:05:35,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
"Pérignat-lès-Sarliève, Auvergne-Rhône-Alpes, France",2024-04-27,57.5,45.8,52.1,57.5,43.1,50.7,42.9,71.2,0.016,100.0,12.5,rain,0,0.0,47.9,21.7,171.2,1002.8,93.7,15.0,211.2,18.2,8,10,2024-04-27T06:40:43,2024-04-27T20:50:15,0.62,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,
"Dognen, Nouvelle-Aquitaine, France",2024-04-27,65.0,46.7,54.1,65.0,44.7,53.6,48.1,81.3,0.154,96.8,41.67,rain,0,0.0,39.4,17.9,248.2,1000.5,89.5,11.3,206.1,17.9,8,10,2024-04-27T07:01:24,2024-04-27T21:00:31,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,
"Gerde, Occitanie, France",2024-04-27,53.9,40.7,47.2,53.9,38.8,46.5,40.0,76.7,0.328,100.0,54.17,rain,0,0.2,28.9,6.7,25.0,1000.5,77.9,8.9,212.3,18.4,7,10,2024-04-27T06:58:15,2024-04-27T20:56:24,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,
"Finestret, Occitanie, France",2024-04-27,60.2,44.9,51.4,60.2,43.3,50.9,39.3,64.5,0.395,93.5,45.83,rain,0,0.0,36.9,6.3,183.1,1002.3,82.9,8.3,123.8,10.6,6,10,2024-04-27T06:49:46,2024-04-27T20:46:08,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,
"Schnersheim, Grand Est, France",2024-04-27,67.0,42.2,54.3,67.0,42.2,54.3,45.6,75.1,0.0,3.2,0.0,,0,0.0,13.2,6.7,145.1,1007.5,79.6,15.0,237.7,20.6,8,10,2024-04-27T06:16:09,2024-04-27T20:39:31,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
"Feldkirch, Vorarlberg, Österreich",2024-04-27,58.0,40.5,49.2,58.0,37.5,48.2,29.7,47.7,0.0,0.0,0.0,,0,0.7,52.1,11.9,183.2,1008.8,41.5,15.0,299.0,25.9,9,10,2024-04-27T06:11:29,2024-04-27T20:27:53,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
"Châtillon, Île-de-France, France",2024-04-27,58.2,49.5,53.2,58.2,47.7,52.9,48.9,85.6,0.723,100.0,70.83,rain,0,0.0,26.2,11.0,152.3,1001.9,99.5,11.9,74.8,6.5,6,10,2024-04-27T06:36:53,2024-04-27T21:01:01,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
"Montigny-lès-Vesoul, Bourgogne-Franche-Comté, France",2024-04-27,62.3,43.6,53.4,62.3,42.3,52.8,45.2,74.2,0.032,9.7,20.83,rain,0,0.0,28.9,8.3,123.4,1006.4,91.4,14.6,211.0,18.1,7,10,2024-04-27T06:24:37,2024-04-27T20:42:58,0.62,Overcast,Cloudy skies throughout the day.,cloudy,
"Collonge-en-Charollais, Bourgogne-Franche-Comté, France",2024-04-27,59.6,45.2,53.2,59.6,45.2,53.1,44.1,72.2,0.079,41.9,33.33,rain,0,0.0,34.7,18.6,162.1,1005.0,92.9,15.0,127.2,11.1,4,10,2024-04-27T06:33:05,2024-04-27T20:46:43,0.62,Overcast,Cloudy skies throughout the day.,cloudy,
"Coulaines, Pays de la Loire, France",2024-04-27,57.1,46.5,51.6,57.1,46.5,51.4,49.2,91.7,0.614,100.0,62.5,rain,0,0.0,24.4,9.4,138.4,1000.1,98.0,12.1,64.3,5.4,3,10,2024-04-27T06:47:08,2024-04-27T21:07:25,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,
