name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Ladern-sur-Lauquet, Occitanie, France",2024-04-30,62.6,51.9,54.4,62.6,51.9,54.4,52.7,94.3,0.111,100.0,29.17,rain,0,0.0,17.7,10.3,86.0,1013.0,99.5,6.1,88.2,7.7,5,10,2024-04-30T06:45:08,2024-04-30T20:51:12,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C4848,E4692,LFMK,LFMP"
"Pont-de-Salars, Occitanie, France",2024-04-30,60.7,46.3,51.6,60.7,45.8,51.3,48.0,88.0,0.028,100.0,25.0,rain,0,0.0,30.4,18.3,138.7,1013.2,96.3,7.9,141.0,12.4,6,10,2024-04-30T06:41:03,2024-04-30T20:52:21,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,LFCR
"Saint-Chamas, Provence-Alpes-Côte d'Azur, France",2024-04-30,65.4,53.5,59.9,65.4,53.5,59.9,54.8,83.7,0.02,100.0,20.83,rain,0,0.0,14.5,9.9,212.2,1013.3,97.2,9.1,109.9,9.4,5,10,2024-04-30T06:33:28,2024-04-30T20:41:28,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFMV,LFMY,LFMI,E6174,LFML"
"May-sur-Orne, Normandie, France",2024-04-30,65.9,41.0,54.0,65.9,36.5,52.8,45.4,74.4,0.0,64.5,0.0,rain,0,0.0,24.8,14.8,162.7,1011.5,50.7,8.7,247.5,21.2,8,10,2024-04-30T06:41:29,2024-04-30T21:16:54,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,"LFRK,LFOH,LFRG"
"Thiézac, Auvergne-Rhône-Alpes, France",2024-04-30,60.7,46.3,51.6,60.7,46.3,51.4,47.3,86.1,0.099,100.0,41.67,rain,0,0.0,28.6,18.3,140.9,1013.3,95.6,7.8,66.3,5.7,3,10,2024-04-30T06:39:37,2024-04-30T20:54:17,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,LFCR
"Champniers, Nouvelle-Aquitaine, France",2024-04-30,65.7,51.7,57.4,65.7,51.7,57.4,51.3,81.2,0.075,100.0,25.0,rain,0,0.0,15.9,9.2,145.0,1012.4,99.8,7.5,123.5,10.7,7,10,2024-04-30T06:47:49,2024-04-30T21:05:48,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"AV387,LFBL,LFBG,LFBU"
"Saint-Georges-des-Coteaux, Nouvelle-Aquitaine, France",2024-04-30,68.3,50.0,59.0,68.3,49.5,58.9,48.6,70.3,0.0,74.2,0.0,rain,0,0.0,14.5,8.3,170.8,1012.1,66.1,8.5,255.8,22.1,8,10,2024-04-30T06:51:22,2024-04-30T21:09:35,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,"LFBH,D6101,LFBG,LFBU"
"Osmoy, Île-de-France, France",2024-04-30,61.4,50.9,55.6,61.4,50.9,55.6,51.5,86.6,0.048,100.0,29.17,rain,0,0.0,21.0,12.8,146.6,1013.4,96.3,8.6,94.3,8.2,4,10,2024-04-30T06:33:46,2024-04-30T21:07:53,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFPV,LFOE,LFPN,F3628,LFPT"
"Corrèze, Nouvelle-Aquitaine, France",2024-04-30,56.6,51.2,53.1,56.6,51.2,53.1,51.1,93.1,0.389,100.0,58.33,rain,0,0.0,21.7,6.1,130.0,1013.2,96.5,7.6,65.3,5.7,2,10,2024-04-30T06:41:58,2024-04-30T20:58:18,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFSL,LFBL,F1092"
"Santa-Maria-Siché, Corse, France",2024-04-30,78.2,53.8,64.1,78.2,53.8,64.1,43.3,48.1,0.004,93.5,4.17,rain,0,0.0,31.5,14.1,53.0,1012.8,78.4,8.8,313.2,27.1,9,10,2024-04-30T06:21:15,2024-04-30T20:22:04,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LFKS,LFKC,LFKF,LFKJ"
"Érone, Corse, France",2024-04-30,73.3,51.5,61.3,73.3,51.5,61.3,46.3,59.0,0.0,71.0,0.0,rain,0,0.0,26.4,13.0,113.6,1014.2,85.9,8.8,306.7,26.5,9,10,2024-04-30T06:19:03,2024-04-30T20:21:56,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,"LFKC,LFKS,LFKB,LFKJ"
"Saint-Martin-du-Mont(Côte d'Or), Bourgogne-Franche-Comté, France",2024-04-29,65.6,50.9,56.7,65.6,50.9,56.7,52.6,86.9,0.0,93.5,0.0,rain,0,0.0,12.1,5.6,353.7,1014.6,93.3,7.9,112.8,9.7,4,10,2024-04-30T06:26:25,2024-04-30T20:46:14,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E4885,LFLB,LFLY,LSGG,LFLL"
"Plaine-Haute, Bretagne, France",2024-04-30,58.9,48.1,51.7,58.9,43.6,50.0,46.2,82.0,0.264,100.0,29.17,rain,0,0.0,34.2,16.1,182.8,1009.6,82.6,8.5,170.3,14.7,6,10,2024-04-30T06:53:09,2024-04-30T21:25:02,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LFRO,F3057,LFRT,LFRD"
"Moutier-d'Ahun, Nouvelle-Aquitaine, France",2024-04-30,57.1,49.9,52.4,57.1,47.1,51.7,50.7,94.1,0.25,100.0,58.33,rain,0,0.0,21.9,8.1,137.1,1013.1,98.3,8.2,90.0,7.8,4,10,2024-04-30T06:39:31,2024-04-30T20:59:19,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFBL,F1092"
"Notre-Dame-de-Sanilhac, Sanilhac, Nouvelle-Aquitaine, France",2024-04-30,63.2,52.8,56.9,63.2,52.8,56.9,52.1,84.8,0.068,100.0,20.83,rain,0,0.0,19.9,9.2,139.0,1012.6,95.3,7.7,156.8,13.5,7,10,2024-04-30T06:47:11,2024-04-30T21:02:21,0.73,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"LFSL,LFBE,LFBU"
"Chevigney-lès-Vercel, Bourgogne-Franche-Comté, France",2024-04-30,68.7,41.6,54.9,68.7,41.6,54.8,47.2,78.9,0.016,93.5,4.17,rain,0,0.0,16.8,6.2,45.3,1015.1,68.8,7.6,224.1,19.3,8,30,2024-04-30T06:19:38,2024-04-30T20:44:43,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,"LSGC,LSMP,LFSX,E5976,LFGJ,E5758"
"Saint-Sauveur-en-Diois, Auvergne-Rhône-Alpes, France",2024-04-30,66.1,51.0,56.2,66.1,51.0,56.2,52.7,88.5,0.358,100.0,20.83,rain,0,0.0,30.4,6.6,289.6,1014.2,93.8,8.5,216.0,18.8,8,10,2024-04-30T06:30:26,2024-04-30T20:43:32,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"F1608,LFLS,LFMO"
"Quittebeuf, Normandie, France",2024-04-30,60.3,47.0,53.9,60.3,45.2,53.4,49.9,86.6,0.02,100.0,16.67,rain,0,0.0,21.0,13.2,146.4,1012.9,87.8,8.6,118.3,10.2,5,10,2024-04-30T06:35:57,2024-04-30T21:11:23,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LFOE,LFOP,LFRG,F3628,LFPT"
"Nogent-sur-Eure, Centre-Val de Loire, France",2024-04-30,61.4,51.3,55.4,61.4,51.3,55.4,51.7,87.8,0.11,100.0,37.5,rain,0,0.0,21.5,12.5,149.3,1013.1,97.8,8.4,108.6,9.4,5,10,2024-04-30T06:36:28,2024-04-30T21:08:00,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFOE,LFPV,E5773,LFOJ,LFPN"
"Lopérec, Bretagne, France",2024-04-30,54.2,47.2,51.8,54.2,47.2,51.5,48.0,87.1,0.56,100.0,45.83,rain,0,0.0,35.8,20.1,186.0,1008.3,98.4,8.1,42.7,3.7,2,10,2024-04-30T06:58:23,2024-04-30T21:29:22,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFRJ,LFRO,LFRL,LFRB,LFRQ"
"Boucoiran-et-Nozières, Occitanie, France",2024-04-30,63.0,54.4,58.0,63.0,54.4,58.0,54.3,87.4,0.353,100.0,87.5,rain,0,0.0,17.9,7.4,341.3,1013.8,97.5,8.7,58.3,5.0,3,10,2024-04-30T06:35:52,2024-04-30T20:45:51,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFMV,LFMT,LFTW,LFMO"
"Longages, Occitanie, France",2024-04-30,61.1,51.7,55.1,61.1,51.7,55.1,52.4,90.9,0.083,100.0,29.17,rain,0,0.0,12.5,6.7,108.4,1012.8,98.2,9.1,232.6,20.4,8,10,2024-04-30T06:49:04,2024-04-30T20:56:14,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,LFBO
"Ordan-Larroque, Occitanie, France",2024-04-30,65.7,51.1,57.1,65.7,51.1,57.1,51.5,82.9,0.064,100.0,16.67,rain,0,0.0,13.4,7.5,109.4,1012.5,92.0,8.4,282.3,24.4,9,10,2024-04-30T06:51:26,2024-04-30T21:00:04,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFBO,LFBA,LFBP,LFBT"
"Bordeaux, Nouvelle-Aquitaine, France",2024-04-30,69.9,44.4,59.0,69.9,43.1,58.7,47.9,69.4,0.004,58.1,4.17,rain,0,0.0,12.5,9.1,150.7,1012.0,67.9,8.3,258.8,22.4,9,10,2024-04-30T06:53:01,2024-04-30T21:06:52,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,"C8425,LFBC,LFBD"
"Cabrières, Occitanie, France",2024-04-30,63.4,54.4,58.7,63.4,54.4,58.7,54.2,85.4,0.112,100.0,41.67,rain,0,0.0,17.7,6.5,341.0,1013.7,97.4,8.8,58.0,4.9,3,10,2024-04-30T06:34:55,2024-04-30T20:44:30,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFMV,LFMT,LFMI,LFMY,LFTW,LFMO"
"Betton, Bretagne, France",2024-04-30,64.7,42.9,54.1,64.7,39.1,53.1,44.9,73.6,0.0,58.1,0.0,rain,0,0.0,30.0,17.3,176.7,1011.1,53.2,8.8,254.0,22.0,7,10,2024-04-30T06:49:03,2024-04-30T21:19:30,0.73,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain.,rain,"LFRN,D5919,LFRD"
"Niherne, Centre-Val de Loire, France",2024-04-30,64.3,51.8,56.3,64.3,51.8,56.3,53.4,90.6,0.104,100.0,41.67,rain,0,0.0,16.6,12.6,136.3,1013.0,97.4,8.8,69.5,6.1,4,10,2024-04-30T06:39:41,2024-04-30T21:03:07,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFYR,LFLX"
"Sorigny, Centre-Val de Loire, France",2024-04-30,63.1,50.3,56.3,63.1,50.3,56.3,51.6,84.9,0.052,100.0,33.33,rain,0,0.0,19.5,10.1,152.0,1012.5,96.8,8.2,145.9,12.6,7,10,2024-04-30T06:42:07,2024-04-30T21:07:39,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFYR,LFBI,LFOT"
"Veurey-Voroize, Auvergne-Rhône-Alpes, France",2024-04-30,66.6,51.2,55.6,66.6,51.2,55.6,51.4,86.4,0.039,100.0,12.5,rain,0,0.0,25.9,6.4,308.8,1014.6,92.3,7.9,225.1,19.6,8,10,2024-04-30T06:27:15,2024-04-30T20:43:05,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"F1608,LFLS,LFLB,LFLL"
"Marre, Grand Est, France",2024-04-30,73.3,49.9,59.2,73.3,48.0,59.1,52.2,78.9,0.135,100.0,29.17,rain,0,0.0,17.7,6.4,57.1,1015.3,83.5,8.1,211.8,18.5,7,30,2024-04-30T06:18:30,2024-04-30T20:54:29,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,"LFSI,D9638,LFJL"
"Villenave, Nouvelle-Aquitaine, France",2024-04-30,70.6,48.2,58.8,70.6,48.2,58.8,49.6,74.4,0.0,22.6,0.0,rain,0,0.0,20.8,8.1,112.0,1012.1,59.3,8.3,275.5,23.8,9,10,2024-04-30T06:55:53,2024-04-30T21:05:47,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LFBZ,LFBY,LFBM,LFBC,LFBP"
"Saint-Claude-de-Diray, Centre-Val de Loire, France",2024-04-30,63.7,52.6,56.6,63.7,52.6,56.6,52.7,87.3,0.052,100.0,37.5,rain,0,0.0,20.8,10.0,144.6,1012.9,97.9,8.6,116.5,10.1,5,10,2024-04-30T06:38:16,2024-04-30T21:05:43,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFYR,LFOJ,LFOT"
"Poncins, Auvergne-Rhône-Alpes, France",2024-04-30,63.2,50.5,56.1,63.2,50.5,56.1,53.1,89.9,0.179,100.0,45.83,rain,0,0.0,20.8,4.4,67.2,1014.5,95.3,7.8,117.0,10.4,6,10,2024-04-30T06:31:58,2024-04-30T20:50:00,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFLY,LFMH,LFLL,D2904"
"Saint-Paulien, Auvergne-Rhône-Alpes, France",2024-04-30,57.2,48.2,52.4,57.2,48.2,52.4,47.9,85.3,0.108,100.0,41.67,rain,0,0.0,27.5,14.8,170.0,1014.5,97.3,7.8,120.2,10.6,6,10,2024-04-30T06:34:46,2024-04-30T20:49:58,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFHP,LFMH"
"Notre-Dame-des-Landes, Pays de la Loire, France",2024-04-30,64.9,43.8,53.9,64.9,39.6,53.0,45.6,76.0,0.0,45.2,0.0,rain,0,0.0,23.5,15.5,188.0,1011.4,53.8,8.5,285.7,24.6,8,10,2024-04-30T06:51:22,2024-04-30T21:17:38,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,"LFRZ,E0490,LFRN,LFRS"
"Saint-Martin-d'Abbat, Centre-Val de Loire, France",2024-04-30,62.9,52.1,56.3,62.9,52.1,56.3,53.0,89.2,0.136,100.0,66.67,rain,0,0.0,22.8,10.6,145.5,1013.0,97.7,7.1,131.6,11.4,5,10,2024-04-30T06:34:15,2024-04-30T21:02:57,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFYR,LFOJ,F5282"
"Soulomès, Occitanie, France",2024-04-30,58.2,50.3,53.9,58.2,50.3,53.9,51.2,90.6,0.064,100.0,25.0,rain,0,0.0,14.1,8.3,132.9,1013.1,95.9,7.9,39.7,3.4,2,10,2024-04-30T06:44:47,2024-04-30T20:57:41,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFSL,LFCR"
"Granges-sur-Lot, Nouvelle-Aquitaine, France",2024-04-30,65.6,53.5,58.1,65.6,53.5,58.1,52.1,81.7,0.083,100.0,20.83,rain,0,0.0,16.3,12.1,134.4,1012.4,98.5,8.9,209.1,18.0,8,10,2024-04-30T06:49:53,2024-04-30T21:01:37,0.73,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"LFBA,LFBE"
"Mende, Wakiso, Uganda",2024-04-30,80.5,68.1,73.6,84.4,68.1,74.2,67.8,82.8,0.056,100.0,25.0,rain,0,0.0,15.2,17.2,166.3,1013.8,45.1,9.1,213.1,18.5,10,30,2024-04-30T06:43:30,2024-04-30T18:51:22,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,"HUEN,remote"
"Mûrs-Erigné, Pays de la Loire, France",2024-04-30,66.5,40.9,54.4,66.5,40.9,54.3,45.4,74.9,0.0,38.7,0.0,rain,0,0.0,18.6,9.2,169.1,1012.0,69.6,8.8,297.8,25.7,9,10,2024-04-30T06:46:43,2024-04-30T21:13:03,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,LFJR
"Camprond, Normandie, France",2024-04-30,63.3,44.9,54.0,63.3,39.2,52.1,45.6,74.8,0.0,74.2,0.0,rain,0,0.0,35.8,18.2,174.2,1010.7,62.1,8.1,270.0,23.5,8,10,2024-04-30T06:45:25,2024-04-30T21:20:46,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,"LFRK,EGJJ,LFRC,LFRD"
"Saint Pierre, Saint Pierre and Miquelon",2024-04-30,48.1,40.7,44.1,42.2,31.0,35.4,43.1,96.5,0.0,35.5,0.0,,0,,41.4,28.9,16.9,1000.0,98.1,7.6,86.2,7.5,4,10,2024-04-30T06:30:30,2024-04-30T20:54:09,0.73,Overcast,Cloudy skies throughout the day.,cloudy,"CADS,LFVP"
"Chamarandes-Choignes, Grand Est, France",2024-04-30,73.3,49.2,59.0,73.3,46.5,58.8,51.8,79.0,0.068,100.0,20.83,rain,0,0.0,17.7,8.7,69.2,1015.0,86.4,6.8,180.7,15.6,7,30,2024-04-30T06:22:00,2024-04-30T20:51:59,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,"LFSI,LFSO,E8061"
"Anthenaise, La Chapelle-Anthenaise, Pays de la Loire, France",2024-04-30,65.2,44.6,54.9,65.2,44.6,54.9,46.6,75.9,0.0,58.1,0.0,rain,0,0.0,21.0,11.4,163.6,1012.0,47.3,8.4,297.5,25.5,9,10,2024-04-30T06:45:09,2024-04-30T21:15:25,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,"LFJR,LFRM"
"Malleloy, Grand Est, France",2024-04-30,73.3,47.4,59.7,73.3,46.7,59.6,52.1,77.3,0.004,100.0,4.17,rain,0,0.0,13.4,8.6,22.3,1015.2,79.6,7.8,236.8,20.6,8,60,2024-04-30T06:16:12,2024-04-30T20:49:53,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,"LFSO,LFSN,E5181,LFJL"
"Récourt-le-Creux, Grand Est, France",2024-04-30,73.3,48.8,59.1,73.3,46.9,58.9,51.3,77.2,0.158,100.0,20.83,rain,0,0.0,16.6,5.7,38.9,1015.3,88.0,7.5,211.8,18.5,7,30,2024-04-30T06:18:43,2024-04-30T20:53:33,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,"LFSI,LFSO,LFSN,D9638,LFJL"
"Moustoir-Ac, Bretagne, France",2024-04-30,58.6,49.9,53.1,58.6,48.9,53.1,48.2,83.5,0.379,100.0,33.33,rain,0,0.0,32.4,19.7,177.8,1010.2,91.0,7.8,120.9,10.5,6,10,2024-04-30T06:54:39,2024-04-30T21:23:23,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFRZ,LFRH,E2977,LFRT"
"Guessling-Hémering, Grand Est, France",2024-04-30,74.6,49.6,60.8,74.6,48.3,60.7,52.3,75.0,0.0,74.2,0.0,rain,0,0.0,11.9,5.9,32.4,1015.1,83.3,8.8,261.1,22.5,8,60,2024-04-30T06:13:35,2024-04-30T20:48:31,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,"F7474,LFSN,EDDR,LFJL"
"Saint-Saulge, Bourgogne-Franche-Comté, France",2024-04-30,61.2,51.7,56.0,61.2,51.7,56.0,53.2,90.7,0.372,100.0,70.83,rain,0,0.0,17.2,9.2,134.2,1014.1,97.1,7.8,111.3,9.6,5,10,2024-04-30T06:31:12,2024-04-30T20:56:00,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"remote,LFOA"
"Coutiches, Hauts-de-France, France",2024-04-30,65.9,51.7,58.2,65.9,51.7,58.2,51.9,80.2,0.008,87.1,8.33,rain,0,0.0,23.7,12.8,146.7,1014.1,93.5,8.7,170.6,14.6,6,10,2024-04-30T06:23:23,2024-04-30T21:06:28,0.73,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"EBCV,F2929,LFQQ,LFAQ"
"Fitz-James, Hauts-de-France, France",2024-04-30,63.4,50.1,56.3,63.4,50.1,56.3,52.1,86.3,0.17,100.0,41.67,rain,0,0.0,25.1,11.3,137.8,1013.8,95.2,7.0,103.6,8.8,4,10,2024-04-30T06:29:29,2024-04-30T21:06:29,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFPG,E3042,LFPT,LFOB,LFPB"
"Belfonds, Normandie, France",2024-04-30,64.3,44.5,54.4,64.3,42.5,54.1,47.6,78.8,0.0,64.5,0.0,rain,0,0.0,23.9,12.1,155.3,1011.9,82.2,8.8,202.5,17.6,7,10,2024-04-30T06:40:51,2024-04-30T21:13:35,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,"LFRK,LFRM"
"Fontaine-lès-Boulans, Hauts-de-France, France",2024-04-30,61.7,49.2,55.3,61.7,46.3,54.6,51.2,86.5,0.107,80.6,29.17,rain,0,0.0,24.8,11.1,142.0,1013.7,96.3,7.7,140.0,12.0,5,10,2024-04-30T06:26:58,2024-04-30T21:10:18,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,"D8013,LFQQ,LFAQ,LFAT"
"Pérignat-lès-Sarliève, Auvergne-Rhône-Alpes, France",2024-04-30,62.5,48.1,54.4,62.5,48.1,54.4,51.6,90.8,0.107,100.0,37.5,rain,0,0.0,15.2,13.8,167.5,1013.8,94.7,7.1,178.8,15.5,7,10,2024-04-30T06:36:02,2024-04-30T20:54:06,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFLC,LFLV"
"Dognen, Nouvelle-Aquitaine, France",2024-04-30,69.3,48.7,58.0,69.3,48.0,58.0,49.8,76.6,0.004,74.2,4.17,rain,0,0.0,29.5,13.9,86.2,1012.1,68.0,7.5,297.8,25.6,9,10,2024-04-30T06:57:05,2024-04-30T21:04:00,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LFBZ,LFBY,LFBP,LFBT"
"Gerde, Occitanie, France",2024-04-30,66.3,47.2,52.5,66.3,46.0,52.2,47.0,82.6,0.191,100.0,45.83,rain,0,0.0,17.0,6.8,90.3,1012.6,91.6,6.9,210.5,18.2,6,10,2024-04-30T06:53:59,2024-04-30T20:59:51,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFBP,LFBT"
"Finestret, Occitanie, France",2024-04-30,64.0,47.6,54.3,64.0,47.6,54.3,52.5,93.7,0.203,100.0,62.5,rain,0,0.0,23.9,10.3,38.4,1012.8,98.7,6.1,302.4,26.2,10,10,2024-04-30T06:45:33,2024-04-30T20:49:31,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C4848,D9541,C8668,LFMK,LFMP"
