name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Notre-Dame-des-Landes, Pays de la Loire, France",2024-04-28,57.5,42.9,50.9,57.5,38.7,49.4,45.0,81.5,0.075,100.0,12.5,rain,0.0,0.0,25.9,14.1,242.1,1008.9,61.1,10.1,301.5,25.9,9,10,2024-04-28T06:54:39,2024-04-28T21:14:53,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LFRZ,E0490,LFRN,LFRS"
"Saint-Martin-d'Abbat, Centre-Val de Loire, France",2024-04-28,61.4,48.1,53.3,61.4,41.7,51.1,45.3,76.4,0.028,100.0,12.5,rain,0.0,0.0,27.7,19.8,213.6,1009.0,60.3,11.0,221.4,19.1,9,10,2024-04-28T06:37:35,2024-04-28T21:00:08,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LFYR,LFOJ,F5282"
"Soulomès, Occitanie, France",2024-04-28,61.1,45.8,52.7,61.1,42.8,51.8,45.4,77.9,0.102,100.0,8.33,rain,0.0,0.0,20.6,7.0,226.2,1012.1,91.7,10.7,230.0,20.0,9,10,2024-04-28T06:47:46,2024-04-28T20:55:14,0.66,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"LFSL,LFCR"
"Granges-sur-Lot, Nouvelle-Aquitaine, France",2024-04-28,63.2,46.3,53.9,63.2,45.3,53.4,46.0,75.9,0.02,100.0,12.5,rain,0.0,0.0,21.0,8.1,248.2,1012.4,66.1,10.3,290.4,25.1,9,10,2024-04-28T06:52:51,2024-04-28T20:59:12,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LFBA,LFBE"
"Mende, Wakiso, Uganda",2024-04-28,75.6,64.7,70.4,75.6,64.7,70.4,67.7,91.4,0.584,100.0,79.17,rain,0.0,0.0,15.4,13.9,190.6,1013.0,60.4,9.0,220.0,18.9,10,60,2024-04-28T06:43:47,2024-04-28T18:51:36,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,"HUEN,remote"
"Mûrs-Erigné, Pays de la Loire, France",2024-04-28,60.0,46.3,52.9,60.0,40.5,51.3,45.9,78.3,0.04,100.0,16.67,rain,0.0,0.0,26.6,17.2,223.5,1008.8,67.4,9.6,285.7,24.8,9,10,2024-04-28T06:50:00,2024-04-28T21:10:17,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,LFJR
"Camprond, Normandie, France",2024-04-28,53.0,45.4,49.1,53.0,38.6,45.9,45.2,86.9,0.351,100.0,50.0,rain,0.0,0.0,34.4,18.4,269.3,1006.6,82.5,9.2,194.6,16.7,8,10,2024-04-28T06:48:55,2024-04-28T21:17:49,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LFRK,EGJJ,LFRC,LFRD"
"Saint Pierre, Saint Pierre and Miquelon",2024-04-28,38.6,31.9,35.3,29.2,20.0,25.2,29.0,78.5,0.02,100.0,4.17,rain,0.0,,38.0,25.1,28.7,1019.0,68.8,11.0,164.6,14.1,7,10,2024-04-28T06:33:42,2024-04-28T20:51:28,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"CADS,LFVP"
"Chamarandes-Choignes, Grand Est, France",2024-04-28,59.1,49.2,54.1,59.1,46.6,53.9,45.5,73.2,0.228,100.0,29.17,rain,0.0,0.0,30.0,16.0,181.5,1011.2,98.4,10.0,90.6,7.9,4,10,2024-04-28T06:25:22,2024-04-28T20:49:09,0.66,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"LFSI,LFSO,E8061"
"Anthenaise, La Chapelle-Anthenaise, Pays de la Loire, France",2024-04-28,56.6,47.2,52.0,56.6,42.3,51.0,46.4,81.8,0.111,100.0,41.67,rain,0.0,0.0,26.8,14.4,226.8,1008.3,73.9,9.8,242.4,20.8,8,10,2024-04-28T06:48:31,2024-04-28T21:12:35,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LFJR,LFRM"
"Malleloy, Grand Est, France",2024-04-28,56.6,51.0,53.9,56.6,51.0,53.9,47.2,78.5,0.162,100.0,29.17,rain,0.0,0.0,34.4,14.2,188.1,1011.7,99.3,10.4,103.3,8.9,4,10,2024-04-28T06:19:39,2024-04-28T20:46:57,0.66,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"LFSO,LFSN,E5181,LFJL"
"Récourt-le-Creux, Grand Est, France",2024-04-28,57.6,50.1,54.3,57.6,50.1,54.3,45.2,72.0,0.064,100.0,25.0,rain,0.0,0.0,36.7,16.0,193.8,1011.0,95.9,11.0,164.0,14.1,6,10,2024-04-28T06:22:12,2024-04-28T20:50:36,0.66,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"LFSI,LFSO,LFSN,D9638,LFJL"
"Moustoir-Ac, Bretagne, France",2024-04-28,53.7,42.5,48.9,53.7,38.4,47.6,44.9,86.4,0.21,100.0,50.0,rain,0.0,0.0,23.0,9.4,259.9,1008.8,76.1,10.2,292.3,25.4,9,10,2024-04-28T06:57:59,2024-04-28T21:20:34,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LFRZ,LFRH,E2977,LFRT"
"Guessling-Hémering, Grand Est, France",2024-04-28,55.7,50.1,53.3,55.7,50.1,53.3,47.4,80.7,0.229,100.0,37.5,rain,0.0,0.0,34.4,15.3,194.8,1011.9,95.5,10.2,105.5,9.1,5,10,2024-04-28T06:17:04,2024-04-28T20:45:34,0.66,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"F7474,LFSN,EDDR,LFJL"
"Saint-Saulge, Bourgogne-Franche-Comté, France",2024-04-28,60.5,49.9,53.7,60.5,44.0,52.6,45.1,74.1,0.311,100.0,20.83,rain,0.0,0.0,28.4,18.3,206.7,1010.8,93.5,11.1,150.4,13.2,8,10,2024-04-28T06:34:27,2024-04-28T20:53:17,0.66,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,LFOA
"Coutiches, Hauts-de-France, France",2024-04-28,55.8,47.4,53.7,55.8,47.4,53.7,46.7,77.2,0.048,100.0,20.83,rain,0.0,0.0,37.4,19.7,192.5,1006.3,78.3,10.9,168.8,14.6,8,10,2024-04-28T06:27:03,2024-04-28T21:03:20,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"EBCV,F2929,LFQQ,LFAQ"
"Fitz-James, Hauts-de-France, France",2024-04-28,59.3,49.0,53.0,59.3,49.0,53.0,46.6,79.7,0.048,100.0,25.0,rain,0.0,0.0,36.9,19.7,206.0,1007.4,77.4,10.1,181.1,15.6,8,10,2024-04-28T06:33:01,2024-04-28T21:03:29,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LFPG,E3042,LFPT,LFOB,LFPB"
"Belfonds, Normandie, France",2024-04-28,55.7,44.9,50.7,55.7,41.4,49.1,45.8,83.8,0.111,100.0,29.17,rain,0.0,0.0,31.5,15.6,224.8,1007.2,75.5,9.9,191.9,16.6,9,10,2024-04-28T06:44:17,2024-04-28T21:10:41,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LFRK,LFRM"
"Fontaine-lès-Boulans, Hauts-de-France, France",2024-04-28,53.6,44.3,51.3,53.6,44.3,51.1,46.4,83.3,0.044,100.0,29.17,rain,0.0,0.0,39.4,20.8,204.2,1005.6,77.3,10.9,182.3,15.7,7,10,2024-04-28T06:30:38,2024-04-28T21:07:10,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D8013,LFQQ,LFAQ,LFAT"
"Pérignat-lès-Sarliève, Auvergne-Rhône-Alpes, France",2024-04-28,62.5,44.5,52.6,62.5,40.2,51.1,43.9,75.0,0.311,100.0,29.17,rain,0.0,0.0,42.1,13.9,189.3,1011.3,88.6,9.2,110.0,9.5,8,10,2024-04-28T06:39:08,2024-04-28T20:51:32,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LFLC,LFLV"
"Dognen, Nouvelle-Aquitaine, France",2024-04-28,61.1,46.3,53.3,61.1,43.4,52.7,45.3,75.3,0.163,100.0,41.67,rain,0.0,0.0,14.5,7.4,319.3,1012.6,84.0,7.7,228.0,19.6,8,10,2024-04-28T06:59:56,2024-04-28T21:01:40,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LFBZ,LFBY,LFBP,LFBT"
"Gerde, Occitanie, France",2024-04-28,53.5,42.7,46.8,53.5,41.3,45.0,41.1,81.0,0.17,100.0,41.67,rain,0.0,0.0,19.9,7.9,33.1,1012.7,95.9,6.3,168.3,14.5,6,10,2024-04-28T06:56:49,2024-04-28T20:57:33,0.66,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFBP,LFBT"
