name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Cabrières, Occitanie, France",2024-04-27,65.6,51.0,58.0,65.6,51.0,58.0,46.4,66.1,0.032,100.0,25.0,rain,0.0,0.0,42.6,26.4,129.5,1008.2,95.5,7.3,172.0,14.9,7,10,2024-04-27T06:39:19,2024-04-27T20:40:56,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFMV,LFMT,LFMI,LFMY,LFTW,LFMO"
"Betton, Bretagne, France",2024-04-27,50.1,42.7,46.7,50.1,42.7,44.8,44.6,92.5,0.529,100.0,54.17,rain,0.0,0.0,20.1,12.8,6.4,999.3,96.4,5.3,41.6,3.6,2,10,2024-04-27T06:54:09,2024-04-27T21:15:13,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFRN,D5919,LFRD"
"Niherne, Centre-Val de Loire, France",2024-04-27,60.7,46.4,52.9,60.7,43.6,51.6,49.8,89.4,0.787,100.0,83.33,rain,0.0,0.0,32.2,14.1,129.7,1000.7,99.0,6.8,166.7,14.2,5,10,2024-04-27T06:44:32,2024-04-27T20:59:04,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFYR,LFLX"
"Sorigny, Centre-Val de Loire, France",2024-04-27,62.1,46.7,52.5,62.1,45.7,51.9,49.6,90.3,0.577,100.0,70.83,rain,0.0,0.0,32.2,13.1,130.3,1000.0,93.1,7.1,54.2,4.8,5,10,2024-04-27T06:47:03,2024-04-27T21:03:32,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFYR,LFBI,LFOT"
"Veurey-Voroize, Auvergne-Rhône-Alpes, France",2024-04-27,67.7,41.9,54.5,67.7,39.0,53.9,39.6,61.9,0.004,3.2,4.17,rain,0.0,0.0,46.5,19.2,188.6,1006.4,86.6,7.3,200.0,17.2,8,10,2024-04-27T06:31:51,2024-04-27T20:39:18,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F1608,LFLS,LFLB,LFLL"
"Marre, Grand Est, France",2024-04-27,65.2,46.4,54.7,65.2,41.4,52.9,44.6,70.6,0.036,100.0,29.17,rain,0.0,0.0,33.3,17.5,155.5,1005.1,94.6,7.3,181.1,15.7,10,10,2024-04-27T06:23:48,2024-04-27T20:50:01,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"LFSI,D9638,LFJL"
"Villenave, Nouvelle-Aquitaine, France",2024-04-27,61.3,49.9,53.7,61.3,47.5,53.6,50.1,87.8,0.573,100.0,66.67,rain,0.0,0.0,38.0,12.4,54.3,999.6,86.9,7.1,132.0,11.5,6,10,2024-04-27T07:00:17,2024-04-27T21:02:12,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LFBZ,LFBY,LFBM,LFBC,LFBP"
"Saint-Claude-de-Diray, Centre-Val de Loire, France",2024-04-27,60.6,47.7,53.0,60.6,46.0,52.3,49.7,88.8,0.891,100.0,75.0,rain,0.0,0.0,33.1,13.7,127.3,1000.5,94.9,7.0,85.3,7.2,6,10,2024-04-27T06:43:16,2024-04-27T21:01:33,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFYR,LFOJ,LFOT"
"Poncins, Auvergne-Rhône-Alpes, France",2024-04-27,64.7,49.9,56.4,64.7,46.3,56.2,41.5,58.3,0.0,51.6,0.0,rain,0.0,0.0,40.3,24.1,176.7,1005.0,91.9,7.3,155.0,13.4,5,10,2024-04-27T06:36:39,2024-04-27T20:46:08,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,"LFLY,LFMH,LFLL,D2904"
"Saint-Paulien, Auvergne-Rhône-Alpes, France",2024-04-27,53.7,46.4,50.8,53.7,39.0,48.8,40.5,67.9,0.012,100.0,8.33,rain,0.0,0.0,53.7,27.7,168.6,1005.2,94.6,7.3,139.3,11.9,6,10,2024-04-27T06:39:21,2024-04-27T20:46:13,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFHP,LFMH"
"Notre-Dame-des-Landes, Pays de la Loire, France",2024-04-27,53.3,43.9,48.0,53.3,42.5,46.7,45.9,92.4,0.796,100.0,62.5,rain,0.0,0.0,17.7,13.8,10.7,998.6,92.6,6.6,48.8,4.0,4,10,2024-04-27T06:56:20,2024-04-27T21:13:30,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFRZ,E0490,LFRN,LFRS"
"Saint-Martin-d'Abbat, Centre-Val de Loire, France",2024-04-27,59.3,48.1,53.1,59.3,45.1,52.2,49.2,87.1,0.439,100.0,87.5,rain,0.0,0.0,32.2,16.5,138.3,1000.6,96.1,5.8,113.3,9.8,5,10,2024-04-27T06:39:17,2024-04-27T20:58:44,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFYR,LFOJ,F5282"
"Soulomès, Occitanie, France",2024-04-27,60.6,48.6,53.5,60.6,43.3,52.1,46.8,78.9,0.611,100.0,62.5,rain,0.0,0.0,46.1,26.3,141.1,1001.5,95.6,5.7,180.2,15.7,7,10,2024-04-27T06:49:17,2024-04-27T20:54:00,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFSL,LFCR"
"Granges-sur-Lot, Nouvelle-Aquitaine, France",2024-04-27,67.6,49.6,56.1,67.6,46.2,55.4,50.2,81.7,0.673,100.0,50.0,rain,0.0,0.0,40.3,25.1,131.8,999.9,86.6,6.9,168.6,14.6,7,30,2024-04-27T06:54:21,2024-04-27T20:57:59,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,"LFBA,LFBE"
"Mende, Wakiso, Uganda",2024-04-27,81.2,61.8,70.7,83.7,61.8,70.9,66.2,86.4,0.1,100.0,50.0,rain,0.0,0.0,15.2,11.4,171.9,1013.5,65.0,10.5,260.6,22.5,9,30,2024-04-27T06:43:57,2024-04-27T18:51:44,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,"HUEN,remote"
"Mûrs-Erigné, Pays de la Loire, France",2024-04-27,58.9,46.3,51.7,58.9,46.2,51.1,49.2,91.6,0.348,100.0,54.17,rain,0.0,0.0,27.5,11.4,123.4,999.3,93.9,7.5,65.5,5.5,4,10,2024-04-27T06:51:41,2024-04-27T21:08:55,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,LFJR
"Camprond, Normandie, France",2024-04-27,51.0,41.8,47.5,51.0,41.4,46.1,45.2,91.7,0.477,100.0,33.33,rain,0.0,0.0,22.6,11.4,52.6,999.8,85.7,4.4,70.3,6.0,3,10,2024-04-27T06:50:41,2024-04-27T21:16:20,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LFRK,EGJJ,LFRC,LFRD"
"Saint Pierre, Saint Pierre and Miquelon",2024-04-27,44.5,28.3,35.6,37.0,21.2,27.5,26.1,69.3,0.11,0.0,4.17,rain,0.0,,24.2,19.7,344.9,1025.8,17.4,8.8,311.2,26.7,9,10,2024-04-27T06:35:20,2024-04-27T20:50:07,0.63,Clear,Clear conditions throughout the day.,clear-day,"CADS,LFVP"
"Chamarandes-Choignes, Grand Est, France",2024-04-27,64.8,46.8,54.9,64.8,42.2,53.6,44.2,68.8,0.012,100.0,12.5,rain,0.0,0.0,37.8,20.8,157.1,1004.8,94.4,7.2,117.9,10.1,7,10,2024-04-27T06:27:05,2024-04-27T20:47:44,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFSI,LFSO,E8061"
"Anthenaise, La Chapelle-Anthenaise, Pays de la Loire, France",2024-04-27,58.0,48.1,51.7,58.0,46.9,51.3,49.6,92.7,0.827,100.0,58.33,rain,0.0,0.0,23.3,11.4,120.2,999.4,94.2,6.4,53.0,4.4,3,10,2024-04-27T06:50:15,2024-04-27T21:11:09,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFJR,LFRM"
"Malleloy, Grand Est, France",2024-04-27,67.4,41.3,54.0,67.4,37.2,52.8,43.2,69.9,0.02,100.0,12.5,rain,0.0,0.0,30.8,15.9,162.3,1006.0,85.0,7.3,172.9,15.0,10,10,2024-04-27T06:21:25,2024-04-27T20:45:29,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"00460,LFSO,LFSN,E5181,LFJL,06217"
"Récourt-le-Creux, Grand Est, France",2024-04-27,65.5,44.6,54.3,65.5,39.8,52.7,43.8,69.8,0.02,100.0,16.67,rain,0.0,0.0,33.3,16.6,158.2,1005.4,92.0,7.3,180.7,15.7,10,10,2024-04-27T06:23:58,2024-04-27T20:49:07,0.62,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"LFSI,LFSO,LFSN,D9638,LFJL"
"Moustoir-Ac, Bretagne, France",2024-04-27,52.6,42.0,46.8,52.6,38.8,45.2,42.9,86.1,0.297,100.0,45.83,rain,0.0,0.0,20.1,12.7,16.7,999.5,94.4,6.4,116.0,10.0,5,10,2024-04-27T06:59:41,2024-04-27T21:19:10,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFRZ,LFRH,E2977,LFRT"
"Guessling-Hémering, Grand Est, France",2024-04-27,65.2,42.8,53.7,65.2,37.7,52.1,43.2,70.3,0.012,100.0,12.5,rain,0.0,0.0,30.0,16.4,156.2,1006.4,77.0,8.0,170.9,14.8,9,10,2024-04-27T06:18:51,2024-04-27T20:44:05,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"05433,F7474,00460,LFSN,EDDR,04336,06217,03545,05029,LFJL"
"Saint-Saulge, Bourgogne-Franche-Comté, France",2024-04-27,64.3,46.3,54.9,64.3,43.4,53.9,47.3,77.4,0.151,100.0,66.67,rain,0.0,0.0,32.0,20.8,141.4,1001.8,96.2,7.4,168.7,14.7,8,10,2024-04-27T06:36:07,2024-04-27T20:51:55,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,LFOA
"Coutiches, Hauts-de-France, France",2024-04-27,60.2,46.2,52.7,60.2,42.4,51.7,48.1,85.0,0.21,100.0,75.0,rain,0.0,0.0,21.0,12.7,125.9,1002.5,94.3,6.4,109.5,9.5,3,10,2024-04-27T06:28:55,2024-04-27T21:01:46,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"EBCV,F2929,LFQQ,LFAQ"
"Fitz-James, Hauts-de-France, France",2024-04-27,57.7,48.6,53.1,57.7,46.2,52.4,49.6,88.4,0.396,100.0,83.33,rain,0.0,0.0,25.5,12.6,126.2,1001.7,93.3,6.6,98.4,8.5,4,10,2024-04-27T06:34:49,2024-04-27T21:01:59,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFPG,E3042,LFPT,LFOB,LFPB"
"Belfonds, Normandie, France",2024-04-27,54.4,44.5,49.6,54.4,44.1,49.1,48.1,94.7,0.555,100.0,50.0,rain,0.0,0.0,31.8,10.3,114.6,999.8,95.9,4.7,44.3,3.8,3,10,2024-04-27T06:46:02,2024-04-27T21:09:13,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFRK,LFRM"
"Fontaine-lès-Boulans, Hauts-de-France, France",2024-04-27,58.2,45.9,52.1,58.2,42.2,50.9,48.6,88.6,0.504,100.0,66.67,rain,0.0,0.0,20.6,11.2,122.7,1001.9,93.9,5.1,91.9,7.8,4,10,2024-04-27T06:32:30,2024-04-27T21:05:35,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"D8013,LFQQ,LFAQ,LFAT"
"Pérignat-lès-Sarliève, Auvergne-Rhône-Alpes, France",2024-04-27,64.3,48.1,54.8,64.3,44.0,53.4,42.6,64.6,0.008,100.0,8.33,rain,0.0,0.0,46.8,31.0,170.3,1002.6,86.7,7.3,192.5,16.8,6,10,2024-04-27T06:40:43,2024-04-27T20:50:15,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LFLC,LFLV"
"Dognen, Nouvelle-Aquitaine, France",2024-04-27,63.7,48.3,53.7,63.7,44.0,52.9,48.7,83.7,0.229,100.0,37.5,rain,0.0,0.0,38.0,13.8,352.0,999.5,78.1,6.9,226.5,19.6,8,10,2024-04-27T07:01:24,2024-04-27T21:00:31,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LFBZ,LFBY,LFBP,LFBT"
"Gerde, Occitanie, France",2024-04-27,68.7,40.5,52.2,68.7,38.1,51.4,46.9,83.9,0.591,100.0,70.83,rain,0.0,0.1,25.5,14.1,30.1,999.8,82.7,6.2,218.8,18.8,8,10,2024-04-27T06:58:15,2024-04-27T20:56:24,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LFBP,LFBT"
